tenant_name,apartment_number,lease_start_date,lease_end_date,payment_date,payment_status,delay_days,tenant_email,zip_code
Michael Green,5D,13-12-2020,15-12-2024,07-01-2022,Delayed,6,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,06-02-2022,Delayed,9,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,08-03-2022,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,07-04-2022,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,07-05-2022,Delayed,1,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,06-06-2022,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,06-07-2022,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,05-08-2022,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,04-09-2022,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,04-10-2022,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,03-11-2022,Delayed,4,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,03-12-2022,Delayed,10,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,02-01-2023,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,01-02-2023,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,03-03-2023,Delayed,7,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,02-04-2023,Delayed,2,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,02-05-2023,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,01-06-2023,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,01-07-2023,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,31-07-2023,Delayed,1,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,30-08-2023,Delayed,9,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,29-09-2023,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,29-10-2023,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,28-11-2023,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,28-12-2023,Delayed,2,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,27-01-2024,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,26-02-2024,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,27-03-2024,Delayed,5,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,26-04-2024,Delayed,3,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,26-05-2024,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,25-06-2024,Delayed,6,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,25-07-2024,Delayed,1,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,24-08-2024,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,23-09-2024,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,23-10-2024,On time,0,michael.green@example.com,85001
Michael Green,5D,13-12-2020,15-12-2024,22-11-2024,Delayed,7,michael.green@example.com,85001
Michael Green,5D,14-12-2019,15-12-2024,14-12-2019,Delayed,2,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,13-01-2020,Delayed,8,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,12-02-2020,Delayed,10,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,13-03-2020,Delayed,1,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,12-04-2020,Delayed,1,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,12-05-2020,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,11-06-2020,Delayed,9,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,11-07-2020,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,10-08-2020,Delayed,4,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,09-09-2020,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,09-10-2020,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,08-11-2020,Delayed,5,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,08-12-2020,Delayed,3,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,07-01-2021,Delayed,9,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,06-02-2021,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,08-03-2021,Delayed,9,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,07-04-2021,Delayed,8,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,07-05-2021,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,06-06-2021,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,06-07-2021,Delayed,8,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,05-08-2021,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,04-09-2021,Delayed,1,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,04-10-2021,Delayed,3,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,03-11-2021,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,03-12-2021,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,02-01-2022,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,01-02-2022,Delayed,3,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,03-03-2022,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,02-04-2022,Delayed,6,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,02-05-2022,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,01-06-2022,Delayed,4,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,01-07-2022,Delayed,1,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,31-07-2022,Delayed,3,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,30-08-2022,Delayed,5,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,29-09-2022,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,29-10-2022,Delayed,8,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,28-11-2022,Delayed,3,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,28-12-2022,Delayed,4,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,27-01-2023,Delayed,4,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,26-02-2023,Delayed,2,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,28-03-2023,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,27-04-2023,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,27-05-2023,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,26-06-2023,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,26-07-2023,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,25-08-2023,Delayed,1,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,24-09-2023,Delayed,8,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,24-10-2023,Delayed,3,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,23-11-2023,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,23-12-2023,Delayed,3,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,22-01-2024,Delayed,10,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,21-02-2024,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,22-03-2024,Delayed,2,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,21-04-2024,Delayed,5,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,21-05-2024,Delayed,2,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,20-06-2024,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,20-07-2024,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,19-08-2024,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,18-09-2024,Delayed,1,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,18-10-2024,On time,0,michael.green@example.com,19102
Michael Green,5D,14-12-2019,15-12-2024,17-11-2024,On time,0,michael.green@example.com,19102
Sophia Johnson,14B,14-12-2018,15-12-2024,14-12-2018,Delayed,7,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,13-01-2019,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,12-02-2019,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,14-03-2019,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,13-04-2019,Delayed,4,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,13-05-2019,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,12-06-2019,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,12-07-2019,Delayed,5,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,11-08-2019,Delayed,3,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,10-09-2019,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,10-10-2019,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,09-11-2019,Delayed,10,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,09-12-2019,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,08-01-2020,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,07-02-2020,Delayed,3,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,08-03-2020,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,07-04-2020,Delayed,4,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,07-05-2020,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,06-06-2020,Delayed,3,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,06-07-2020,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,05-08-2020,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,04-09-2020,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,04-10-2020,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,03-11-2020,Delayed,7,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,03-12-2020,Delayed,1,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,02-01-2021,Delayed,4,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,01-02-2021,Delayed,7,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,03-03-2021,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,02-04-2021,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,02-05-2021,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,01-06-2021,Delayed,10,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,01-07-2021,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,31-07-2021,Delayed,7,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,30-08-2021,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,29-09-2021,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,29-10-2021,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,28-11-2021,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,28-12-2021,Delayed,1,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,27-01-2022,Delayed,5,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,26-02-2022,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,28-03-2022,Delayed,1,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,27-04-2022,Delayed,5,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,27-05-2022,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,26-06-2022,Delayed,10,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,26-07-2022,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,25-08-2022,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,24-09-2022,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,24-10-2022,Delayed,8,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,23-11-2022,Delayed,4,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,23-12-2022,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,22-01-2023,Delayed,5,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,21-02-2023,Delayed,10,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,23-03-2023,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,22-04-2023,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,22-05-2023,Delayed,5,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,21-06-2023,Delayed,8,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,21-07-2023,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,20-08-2023,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,19-09-2023,Delayed,8,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,19-10-2023,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,18-11-2023,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,18-12-2023,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,17-01-2024,Delayed,6,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,16-02-2024,Delayed,8,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,17-03-2024,Delayed,6,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,16-04-2024,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,16-05-2024,Delayed,6,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,15-06-2024,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,15-07-2024,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,14-08-2024,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,13-09-2024,On time,0,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,13-10-2024,Delayed,4,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,12-11-2024,Delayed,7,sophia.johnson@example.com,78205
Sophia Johnson,14B,14-12-2018,15-12-2024,12-12-2024,On time,0,sophia.johnson@example.com,78205
Liam Lee,11C,14-12-2017,15-12-2024,14-12-2017,Delayed,2,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,13-01-2018,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,12-02-2018,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,14-03-2018,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,13-04-2018,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,13-05-2018,Delayed,6,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,12-06-2018,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,12-07-2018,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,11-08-2018,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,10-09-2018,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,10-10-2018,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,09-11-2018,Delayed,1,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,09-12-2018,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,08-01-2019,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,07-02-2019,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,09-03-2019,Delayed,4,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,08-04-2019,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,08-05-2019,Delayed,7,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,07-06-2019,On time,0,liam.lee@example.com,92101
Liam Lee,11C,14-12-2017,15-12-2024,07-07-2019,Delayed,5,liam.lee@example.com,92101
